time_id,date,hour,day,day_of_week,month,year
2019020616,2019-02-06,16,6,Wednesday,2,2019
2019020615,2019-02-06,15,6,Wednesday,2,2019
2019020614,2019-02-06,14,6,Wednesday,2,2019
2019020613,2019-02-06,13,6,Wednesday,2,2019
2019020612,2019-02-06,12,6,Wednesday,2,2019
2019020611,2019-02-06,11,6,Wednesday,2,2019
2019020610,2019-02-06,10,6,Wednesday,2,2019
2019020609,2019-02-06,9,6,Wednesday,2,2019
2019020608,2019-02-06,8,6,Wednesday,2,2019
2019020607,2019-02-06,7,6,Wednesday,2,2019
2019020606,2019-02-06,6,6,Wednesday,2,2019
2019020605,2019-02-06,5,6,Wednesday,2,2019
2019020604,2019-02-06,4,6,Wednesday,2,2019
2019020603,2019-02-06,3,6,Wednesday,2,2019
2019020602,2019-02-06,2,6,Wednesday,2,2019
2019020601,2019-02-06,1,6,Wednesday,2,2019
2019020600,2019-02-06,0,6,Wednesday,2,2019
2019020523,2019-02-05,23,5,Tuesday,2,2019
2019020522,2019-02-05,22,5,Tuesday,2,2019
2019020520,2019-02-05,20,5,Tuesday,2,2019
2019020521,2019-02-05,21,5,Tuesday,2,2019
2019020519,2019-02-05,19,5,Tuesday,2,2019
2019020518,2019-02-05,18,5,Tuesday,2,2019
2019020517,2019-02-05,17,5,Tuesday,2,2019
2019020516,2019-02-05,16,5,Tuesday,2,2019
2019020515,2019-02-05,15,5,Tuesday,2,2019
2019020514,2019-02-05,14,5,Tuesday,2,2019
2019020513,2019-02-05,13,5,Tuesday,2,2019
2019020512,2019-02-05,12,5,Tuesday,2,2019
2019020511,2019-02-05,11,5,Tuesday,2,2019
2019020510,2019-02-05,10,5,Tuesday,2,2019
2019020509,2019-02-05,9,5,Tuesday,2,2019
2019020508,2019-02-05,8,5,Tuesday,2,2019
2019020507,2019-02-05,7,5,Tuesday,2,2019
2019020506,2019-02-05,6,5,Tuesday,2,2019
2019020505,2019-02-05,5,5,Tuesday,2,2019
2019020504,2019-02-05,4,5,Tuesday,2,2019
2019020503,2019-02-05,3,5,Tuesday,2,2019
2019020502,2019-02-05,2,5,Tuesday,2,2019
2019020501,2019-02-05,1,5,Tuesday,2,2019
2019020500,2019-02-05,0,5,Tuesday,2,2019
2019020423,2019-02-04,23,4,Monday,2,2019
2019020422,2019-02-04,22,4,Monday,2,2019
2019020421,2019-02-04,21,4,Monday,2,2019
2019020420,2019-02-04,20,4,Monday,2,2019
2019020419,2019-02-04,19,4,Monday,2,2019
2019020418,2019-02-04,18,4,Monday,2,2019
2019020417,2019-02-04,17,4,Monday,2,2019
2019020416,2019-02-04,16,4,Monday,2,2019
2019020415,2019-02-04,15,4,Monday,2,2019
2019020414,2019-02-04,14,4,Monday,2,2019
2019020413,2019-02-04,13,4,Monday,2,2019
2019020412,2019-02-04,12,4,Monday,2,2019
2019020411,2019-02-04,11,4,Monday,2,2019
2019020410,2019-02-04,10,4,Monday,2,2019
2019020409,2019-02-04,9,4,Monday,2,2019
2019020408,2019-02-04,8,4,Monday,2,2019
2019020407,2019-02-04,7,4,Monday,2,2019
2019020406,2019-02-04,6,4,Monday,2,2019
2019020405,2019-02-04,5,4,Monday,2,2019
2019020404,2019-02-04,4,4,Monday,2,2019
2019020403,2019-02-04,3,4,Monday,2,2019
2019020402,2019-02-04,2,4,Monday,2,2019
2019020401,2019-02-04,1,4,Monday,2,2019
2019020400,2019-02-04,0,4,Monday,2,2019
2019020323,2019-02-03,23,3,Sunday,2,2019
2019020322,2019-02-03,22,3,Sunday,2,2019
2019020321,2019-02-03,21,3,Sunday,2,2019
2019020320,2019-02-03,20,3,Sunday,2,2019
2019020319,2019-02-03,19,3,Sunday,2,2019
2019020318,2019-02-03,18,3,Sunday,2,2019
2019020317,2019-02-03,17,3,Sunday,2,2019
2019020316,2019-02-03,16,3,Sunday,2,2019
2019020315,2019-02-03,15,3,Sunday,2,2019
2019020314,2019-02-03,14,3,Sunday,2,2019
2019020313,2019-02-03,13,3,Sunday,2,2019
2019020312,2019-02-03,12,3,Sunday,2,2019
2019020311,2019-02-03,11,3,Sunday,2,2019
2019020310,2019-02-03,10,3,Sunday,2,2019
2019020309,2019-02-03,9,3,Sunday,2,2019
2019020308,2019-02-03,8,3,Sunday,2,2019
2019020307,2019-02-03,7,3,Sunday,2,2019
2019020306,2019-02-03,6,3,Sunday,2,2019
2019020305,2019-02-03,5,3,Sunday,2,2019
2019020304,2019-02-03,4,3,Sunday,2,2019
2019020303,2019-02-03,3,3,Sunday,2,2019
2019020302,2019-02-03,2,3,Sunday,2,2019
2019020301,2019-02-03,1,3,Sunday,2,2019
2019020300,2019-02-03,0,3,Sunday,2,2019
2019020223,2019-02-02,23,2,Saturday,2,2019
2019020222,2019-02-02,22,2,Saturday,2,2019
2019020221,2019-02-02,21,2,Saturday,2,2019
2019020220,2019-02-02,20,2,Saturday,2,2019
2019020219,2019-02-02,19,2,Saturday,2,2019
2019020218,2019-02-02,18,2,Saturday,2,2019
2019020217,2019-02-02,17,2,Saturday,2,2019
2019020216,2019-02-02,16,2,Saturday,2,2019
2019020215,2019-02-02,15,2,Saturday,2,2019
2019020214,2019-02-02,14,2,Saturday,2,2019
2019020213,2019-02-02,13,2,Saturday,2,2019
2019020212,2019-02-02,12,2,Saturday,2,2019
2019020211,2019-02-02,11,2,Saturday,2,2019
2019020210,2019-02-02,10,2,Saturday,2,2019
2019020209,2019-02-02,9,2,Saturday,2,2019
2019020208,2019-02-02,8,2,Saturday,2,2019
2019020207,2019-02-02,7,2,Saturday,2,2019
2019020206,2019-02-02,6,2,Saturday,2,2019
2019020205,2019-02-02,5,2,Saturday,2,2019
2019020204,2019-02-02,4,2,Saturday,2,2019
2019020203,2019-02-02,3,2,Saturday,2,2019
2019020202,2019-02-02,2,2,Saturday,2,2019
2019020201,2019-02-02,1,2,Saturday,2,2019
2019020200,2019-02-02,0,2,Saturday,2,2019
2019020123,2019-02-01,23,1,Friday,2,2019
2019020122,2019-02-01,22,1,Friday,2,2019
2019020121,2019-02-01,21,1,Friday,2,2019
2019020120,2019-02-01,20,1,Friday,2,2019
2019020119,2019-02-01,19,1,Friday,2,2019
2019020118,2019-02-01,18,1,Friday,2,2019
2019020117,2019-02-01,17,1,Friday,2,2019
2019020116,2019-02-01,16,1,Friday,2,2019
2019020115,2019-02-01,15,1,Friday,2,2019
2019020114,2019-02-01,14,1,Friday,2,2019
2019020113,2019-02-01,13,1,Friday,2,2019
2019020112,2019-02-01,12,1,Friday,2,2019
2019020111,2019-02-01,11,1,Friday,2,2019
2019020110,2019-02-01,10,1,Friday,2,2019
2019020109,2019-02-01,9,1,Friday,2,2019
2019020108,2019-02-01,8,1,Friday,2,2019
2019020107,2019-02-01,7,1,Friday,2,2019
2019020106,2019-02-01,6,1,Friday,2,2019
2019020105,2019-02-01,5,1,Friday,2,2019
2019020104,2019-02-01,4,1,Friday,2,2019
2019020103,2019-02-01,3,1,Friday,2,2019
2019020102,2019-02-01,2,1,Friday,2,2019
2019020101,2019-02-01,1,1,Friday,2,2019
2019020100,2019-02-01,0,1,Friday,2,2019
